musteri_id,persona,toplam_gelir_hacmi,toplam_gider_hacmi,gelir_islem_sayisi,gelir_kaynagi_sayisi,gelir_duzenliligi,gider_gelir_orani,bakiye_trendi,fatura_odeme_duzeni,hesap_hareket_yogunlugu,klasik_skor,temerrut_olasiligi_gercek,temerrut
482,stajyer_degisken_gelir,79996.0,79325.0,14,2,0.244,0.992,1.314,0.667,0.331,619,0.3492,1
483,dusuk_hacim_riskli,7228.0,7618.0,3,1,0.237,1.054,-1.66,0.333,0.267,507,0.8689,1
484,ogrenci_yuksek_hacim,109956.0,86319.0,26,4,0.487,0.785,2.68,0.833,0.399,619,0.0295,0
485,ogrenci_yuksek_hacim,157088.0,141198.0,29,4,0.214,0.899,7.195,0.833,0.42,667,0.0436,0
486,dusuk_hacim_riskli,3925.0,4087.0,2,1,0.0,1.041,-0.509,0.833,0.27,503,0.5447,0
487,stajyer_degisken_gelir,112648.0,81552.0,13,2,0.503,0.724,24.975,1.0,0.345,652,0.0074,0
488,stajyer_degisken_gelir,89348.0,69238.0,13,2,0.276,0.775,14.689,0.5,0.324,629,0.0916,0
489,dusuk_hacim_riskli,10100.0,11767.0,4,1,0.409,1.165,-6.905,1.0,0.272,510,0.9734,1
490,ogrenci_yuksek_hacim,116035.0,62023.0,30,4,0.33,0.535,32.023,1.0,0.421,626,0.0166,0
491,dusuk_hacim_riskli,910.0,2250.0,1,1,0.0,2.473,-25.294,0.833,0.272,500,0.9998,1
492,ogrenci_yuksek_hacim,108301.0,102676.0,29,4,0.027,0.948,3.82,0.167,0.42,618,0.0383,0
493,stajyer_degisken_gelir,94783.0,61173.0,12,2,0.394,0.645,29.824,1.0,0.322,634,0.0131,0
494,dusuk_hacim_riskli,2768.0,3297.0,2,1,0.0,1.191,-3.953,0.5,0.275,502,0.967,1
495,ogrenci_yuksek_hacim,104493.0,80014.0,30,4,0.227,0.766,5.382,0.667,0.424,614,0.1028,0
496,dusuk_hacim_riskli,3214.0,3412.0,2,1,0.0,1.062,-0.895,0.833,0.273,503,0.834,1
497,klasik_maasli,198378.0,120459.0,6,1,1.0,0.607,31.084,1.0,0.285,850,0.0065,0
498,dusuk_hacim_riskli,11113.0,12977.0,4,1,0.0,1.168,-5.613,0.333,0.275,511,0.9548,1
499,ogrenci_yuksek_hacim,122429.0,62765.0,29,4,0.449,0.513,14.322,1.0,0.42,632,0.0082,0
500,stajyer_degisken_gelir,103444.0,101859.0,12,2,0.255,0.985,-0.877,0.5,0.329,643,0.6614,1
501,stajyer_degisken_gelir,106230.0,98658.0,14,2,0.322,0.929,5.314,0.5,0.33,646,0.1343,0
502,ogrenci_yuksek_hacim,149638.0,90101.0,29,4,0.0,0.602,23.116,1.0,0.425,659,0.0231,0
503,ogrenci_yuksek_hacim,137098.0,95274.0,30,4,0.273,0.695,4.609,1.0,0.429,647,0.0232,0
504,stajyer_degisken_gelir,71592.0,67442.0,9,2,0.437,0.942,-0.604,1.0,0.31,611,0.132,0
505,klasik_maasli,152022.0,114330.0,6,1,1.0,0.752,0.498,0.333,0.29,850,0.0143,0
506,dusuk_hacim_riskli,3770.0,3944.0,2,1,0.0,1.046,-2.302,1.0,0.269,503,0.8812,1
507,ogrenci_yuksek_hacim,127169.0,74390.0,28,4,0.272,0.585,21.787,1.0,0.406,637,0.0294,0
508,klasik_maasli,170143.0,118990.0,6,1,1.0,0.699,0.799,0.833,0.288,850,0.0084,0
509,dusuk_hacim_riskli,5957.0,6106.0,4,1,0.674,1.025,0.153,1.0,0.28,505,0.3314,0
510,klasik_maasli,175820.0,130611.0,6,1,1.0,0.743,0.545,0.667,0.29,850,0.0567,0
511,stajyer_degisken_gelir,96525.0,76777.0,14,2,0.161,0.795,0.828,0.667,0.341,636,0.2563,0
512,dusuk_hacim_riskli,7451.0,7800.0,4,1,0.0,1.047,-0.378,1.0,0.28,507,0.5217,0
513,ogrenci_yuksek_hacim,108221.0,76093.0,26,4,0.114,0.703,13.512,1.0,0.413,618,0.0411,0
514,dusuk_hacim_riskli,4398.0,4006.0,4,1,0.643,0.911,7.306,0.167,0.275,504,0.1333,0
515,dusuk_hacim_riskli,1247.0,2250.0,1,1,0.0,1.804,-18.686,0.667,0.26,501,0.998,1
516,klasik_maasli,195362.0,182374.0,6,1,1.0,0.934,6.147,0.167,0.288,850,0.0597,0
517,ogrenci_yuksek_hacim,142337.0,110512.0,28,4,0.581,0.776,9.745,0.333,0.41,652,0.0189,0
518,dusuk_hacim_riskli,4194.0,4427.0,2,1,0.0,1.056,-3.588,0.667,0.28,504,0.7154,0
519,ogrenci_yuksek_hacim,140038.0,113521.0,29,4,0.253,0.811,8.508,0.667,0.428,650,0.1189,0
520,ogrenci_yuksek_hacim,136232.0,127042.0,29,4,0.211,0.933,1.421,1.0,0.425,646,0.334,0
521,ogrenci_yuksek_hacim,125763.0,100364.0,29,4,0.261,0.798,8.879,0.833,0.418,635,0.0987,0
522,stajyer_degisken_gelir,109819.0,85328.0,14,2,0.156,0.777,0.722,0.667,0.339,649,0.1112,0
523,klasik_maasli,113028.0,103752.0,6,1,1.0,0.918,-0.506,0.667,0.287,813,0.8015,1
524,klasik_maasli,153501.0,120106.0,6,1,1.0,0.782,0.306,1.0,0.295,850,0.3866,0
525,ogrenci_yuksek_hacim,131439.0,71652.0,27,4,0.276,0.545,34.512,0.5,0.404,641,0.0266,0
526,ogrenci_yuksek_hacim,148033.0,128209.0,27,4,0.321,0.866,6.397,0.333,0.414,658,0.0417,0
527,ogrenci_yuksek_hacim,131243.0,116846.0,26,4,0.401,0.89,5.169,0.5,0.406,641,0.0278,0
528,stajyer_degisken_gelir,91437.0,87276.0,14,2,0.23,0.954,-0.361,0.667,0.339,631,0.7854,1
529,klasik_maasli,111153.0,61300.0,6,1,1.0,0.551,1.676,1.0,0.288,811,0.0165,0
530,klasik_maasli,200915.0,129866.0,6,1,1.0,0.646,1.114,0.833,0.288,850,0.0302,0
531,stajyer_degisken_gelir,83576.0,68233.0,13,2,0.256,0.816,1.404,1.0,0.326,623,0.0268,0
532,dusuk_hacim_riskli,6666.0,6358.0,4,1,0.0,0.954,3.132,0.5,0.288,506,0.0213,0
533,ogrenci_yuksek_hacim,116414.0,89003.0,30,4,0.203,0.765,5.949,0.0,0.421,626,0.0751,1
534,ogrenci_yuksek_hacim,98421.0,79291.0,27,4,0.276,0.806,10.04,0.167,0.4,608,0.0772,0
535,klasik_maasli,208556.0,134379.0,6,1,1.0,0.644,1.148,0.833,0.285,850,0.0192,0
536,ogrenci_yuksek_hacim,90312.0,76031.0,27,4,0.165,0.842,3.511,0.5,0.404,600,0.0421,0
537,klasik_maasli,188346.0,105823.0,6,1,1.0,0.562,1.635,1.0,0.297,850,0.0275,0
538,stajyer_degisken_gelir,80195.0,72912.0,11,2,0.206,0.909,4.537,0.5,0.316,620,0.1429,1
539,ogrenci_yuksek_hacim,129698.0,77980.0,28,4,0.234,0.601,13.291,1.0,0.417,639,0.0456,0
540,klasik_maasli,137818.0,123770.0,6,1,1.0,0.898,6.576,0.333,0.283,837,0.0417,0
541,ogrenci_yuksek_hacim,126159.0,84023.0,28,4,0.4,0.666,17.694,0.667,0.422,636,0.0324,0
542,klasik_maasli,169420.0,93640.0,6,1,1.0,0.553,1.685,0.833,0.287,850,0.0583,0
543,stajyer_degisken_gelir,103259.0,99248.0,12,2,0.279,0.961,3.395,0.833,0.322,643,0.0428,0
544,klasik_maasli,159275.0,149367.0,6,1,1.0,0.938,-0.627,1.0,0.285,850,0.1634,0
545,dusuk_hacim_riskli,8579.0,8443.0,4,1,0.305,0.984,1.608,0.667,0.274,508,0.23,1
546,ogrenci_yuksek_hacim,146481.0,119484.0,28,4,0.202,0.816,2.306,0.333,0.422,656,0.1793,0
547,stajyer_degisken_gelir,86089.0,55966.0,11,2,0.151,0.65,2.82,0.667,0.318,626,0.1049,0
548,stajyer_degisken_gelir,95690.0,78856.0,12,2,0.265,0.824,0.217,0.833,0.326,635,0.1091,0
549,ogrenci_yuksek_hacim,137031.0,124325.0,30,4,0.12,0.907,5.978,0.333,0.419,647,0.3178,0
550,stajyer_degisken_gelir,84902.0,59194.0,10,2,0.562,0.697,20.387,0.5,0.311,624,0.0308,0
551,stajyer_degisken_gelir,73624.0,50793.0,9,2,0.372,0.69,2.818,1.0,0.318,613,0.0154,0
552,stajyer_degisken_gelir,83555.0,73165.0,12,2,0.289,0.876,5.325,0.5,0.32,623,0.0365,0
553,ogrenci_yuksek_hacim,127257.0,74475.0,28,4,0.228,0.585,59.386,1.0,0.422,637,0.0194,0
554,ogrenci_yuksek_hacim,156376.0,90047.0,30,4,0.255,0.576,22.53,0.5,0.421,666,0.1528,0
555,ogrenci_yuksek_hacim,105571.0,67097.0,29,4,0.13,0.636,12.533,0.5,0.416,615,0.0215,0
556,klasik_maasli,140798.0,114905.0,6,1,1.0,0.816,0.102,0.667,0.291,840,0.2122,0
557,stajyer_degisken_gelir,67101.0,47780.0,10,2,0.579,0.712,27.648,0.333,0.311,607,0.0953,0
558,klasik_maasli,146217.0,96346.0,6,1,1.0,0.659,1.059,1.0,0.288,846,0.0421,0
559,stajyer_degisken_gelir,95322.0,65941.0,13,2,0.233,0.692,1.457,0.0,0.343,635,0.2052,0
560,klasik_maasli,140824.0,79571.0,6,1,1.0,0.565,1.625,0.333,0.285,840,0.0873,0
561,ogrenci_yuksek_hacim,107099.0,61036.0,27,4,0.356,0.57,27.366,0.667,0.411,617,0.024,0
562,klasik_maasli,203997.0,184343.0,6,1,1.0,0.904,10.175,1.0,0.283,850,0.0162,0
563,klasik_maasli,181473.0,141063.0,6,1,1.0,0.777,10.277,1.0,0.295,850,0.0914,0
564,klasik_maasli,152695.0,113296.0,6,1,1.0,0.742,0.537,0.167,0.285,850,0.2034,0
565,ogrenci_yuksek_hacim,140767.0,112486.0,30,4,0.314,0.799,8.227,0.833,0.419,650,0.2082,0
566,ogrenci_yuksek_hacim,147993.0,76055.0,30,4,0.044,0.514,34.981,0.667,0.419,657,0.0241,0
567,stajyer_degisken_gelir,69058.0,63295.0,9,2,0.504,0.917,1.445,0.833,0.314,609,0.1432,0
568,klasik_maasli,165183.0,106729.0,6,1,1.0,0.646,1.113,0.667,0.29,850,0.017,0
569,ogrenci_yuksek_hacim,88463.0,73748.0,26,4,0.176,0.834,4.667,1.0,0.408,598,0.0545,0
570,klasik_maasli,157507.0,149116.0,6,1,1.0,0.947,3.982,0.667,0.293,850,0.0505,0
571,ogrenci_yuksek_hacim,97939.0,90786.0,29,4,0.163,0.927,0.864,1.0,0.413,607,0.1698,0
572,dusuk_hacim_riskli,963.0,2250.0,1,1,0.0,2.336,-24.255,0.5,0.26,500,0.9981,1
573,klasik_maasli,128555.0,85044.0,6,1,1.0,0.662,32.575,0.667,0.283,828,0.0053,0
574,stajyer_degisken_gelir,86561.0,55055.0,10,2,0.265,0.636,23.047,1.0,0.309,626,0.0163,0
575,klasik_maasli,139149.0,128579.0,6,1,1.0,0.924,-0.542,0.167,0.285,839,0.3608,0
576,stajyer_degisken_gelir,100450.0,85663.0,13,2,0.237,0.853,13.573,0.833,0.333,640,0.1857,0
577,klasik_maasli,190884.0,132335.0,6,1,1.0,0.693,0.835,0.667,0.291,850,0.071,0
578,klasik_maasli,129063.0,120762.0,6,1,1.0,0.936,-0.618,0.833,0.295,829,0.2847,1
579,klasik_maasli,197823.0,150860.0,6,1,1.0,0.763,0.416,1.0,0.288,850,0.081,0
580,stajyer_degisken_gelir,96390.0,84845.0,13,2,0.199,0.88,7.921,0.5,0.337,636,0.0106,0
581,dusuk_hacim_riskli,558.0,2250.0,1,1,0.0,4.032,-32.196,0.333,0.267,500,1.0,1
582,ogrenci_yuksek_hacim,151613.0,88441.0,29,4,0.14,0.583,5.791,0.333,0.425,661,0.0194,0
583,stajyer_degisken_gelir,91189.0,90515.0,12,2,0.452,0.993,1.241,0.667,0.32,631,0.1136,0
584,ogrenci_yuksek_hacim,144428.0,107547.0,30,4,0.109,0.745,11.029,1.0,0.424,654,0.0152,0
585,klasik_maasli,112203.0,75502.0,6,1,1.0,0.673,0.945,0.667,0.285,812,0.0106,0
586,klasik_maasli,180763.0,140460.0,6,1,1.0,0.777,19.676,0.667,0.291,850,0.0283,0
587,ogrenci_yuksek_hacim,116913.0,89832.0,28,4,0.338,0.768,9.372,0.833,0.42,626,0.0104,0
588,klasik_maasli,124223.0,70893.0,6,1,1.0,0.571,26.59,1.0,0.288,824,0.0125,0
589,stajyer_degisken_gelir,107402.0,73754.0,12,2,0.247,0.687,28.693,1.0,0.324,647,0.0371,0
590,ogrenci_yuksek_hacim,101970.0,53581.0,26,4,0.232,0.525,13.17,0.833,0.399,611,0.0548,0
591,stajyer_degisken_gelir,84648.0,77431.0,11,2,0.554,0.915,4.892,0.833,0.313,624,0.0592,0
592,klasik_maasli,171682.0,161768.0,6,1,1.0,0.942,-0.655,1.0,0.29,850,0.3286,0
593,stajyer_degisken_gelir,94923.0,66542.0,11,2,0.334,0.701,1.741,0.667,0.313,634,0.0591,1
594,stajyer_degisken_gelir,93177.0,64001.0,11,2,0.569,0.687,1.435,0.667,0.326,633,0.0997,1
595,klasik_maasli,174275.0,103703.0,6,1,1.0,0.595,28.343,0.833,0.29,850,0.0057,0
596,ogrenci_yuksek_hacim,158928.0,146822.0,28,4,0.282,0.924,5.998,1.0,0.41,668,0.021,0
597,ogrenci_yuksek_hacim,125474.0,98424.0,28,4,0.322,0.784,7.887,1.0,0.41,635,0.1038,0
598,dusuk_hacim_riskli,2868.0,3227.0,1,1,0.0,1.125,-5.667,1.0,0.26,502,0.9599,1
599,stajyer_degisken_gelir,82811.0,72380.0,9,2,0.425,0.874,10.569,0.667,0.31,622,0.1208,1
600,ogrenci_yuksek_hacim,97687.0,76670.0,27,4,0.42,0.785,8.515,0.833,0.407,607,0.0069,0
601,stajyer_degisken_gelir,97201.0,83296.0,14,2,0.302,0.857,7.185,0.667,0.351,637,0.2994,1
602,ogrenci_yuksek_hacim,149744.0,104824.0,28,4,0.309,0.7,16.581,1.0,0.41,659,0.0091,0
603,stajyer_degisken_gelir,99570.0,93572.0,14,2,0.18,0.94,-0.091,0.833,0.333,639,0.4999,0
604,klasik_maasli,192243.0,147434.0,6,1,1.0,0.767,0.398,1.0,0.297,850,0.1031,0
605,stajyer_degisken_gelir,69094.0,57345.0,9,2,0.503,0.83,0.952,0.333,0.307,609,0.0753,0
606,ogrenci_yuksek_hacim,124071.0,107352.0,29,4,0.267,0.865,3.634,1.0,0.416,634,0.016,0
607,ogrenci_yuksek_hacim,108189.0,59690.0,27,4,0.212,0.552,7.274,0.833,0.4,618,0.0265,0
608,stajyer_degisken_gelir,101845.0,93933.0,12,2,0.352,0.922,3.617,1.0,0.326,641,0.0758,0
609,dusuk_hacim_riskli,2732.0,2924.0,2,1,0.0,1.07,-2.784,0.667,0.267,502,0.8964,1
610,dusuk_hacim_riskli,7323.0,7477.0,3,1,0.737,1.021,-0.422,0.5,0.268,507,0.689,1
611,ogrenci_yuksek_hacim,103190.0,68498.0,26,4,0.182,0.664,7.719,0.833,0.406,613,0.0231,0
612,klasik_maasli,147640.0,103288.0,6,1,1.0,0.7,0.796,0.833,0.287,847,0.206,0
613,dusuk_hacim_riskli,7121.0,7276.0,3,1,0.182,1.022,-0.156,1.0,0.296,507,0.7522,0
614,dusuk_hacim_riskli,846.0,2250.0,1,1,0.0,2.66,-26.549,0.667,0.257,500,0.9999,1
615,stajyer_degisken_gelir,75016.0,65554.0,10,2,0.289,0.874,8.736,0.333,0.312,615,0.1855,0
616,stajyer_degisken_gelir,88438.0,81425.0,12,2,0.391,0.921,4.039,0.833,0.328,628,0.0762,0
617,ogrenci_yuksek_hacim,127664.0,97582.0,29,4,0.266,0.764,19.5,0.667,0.43,637,0.021,0
618,klasik_maasli,118457.0,86387.0,6,1,1.0,0.729,0.622,0.667,0.288,818,0.2246,1
619,stajyer_degisken_gelir,78931.0,75956.0,10,2,0.337,0.962,3.44,1.0,0.307,618,0.0904,0
620,klasik_maasli,153081.0,133355.0,6,1,1.0,0.871,-0.23,0.833,0.293,850,0.1619,0
621,ogrenci_yuksek_hacim,137899.0,73101.0,28,4,0.547,0.53,15.919,0.833,0.424,647,0.0214,0
622,ogrenci_yuksek_hacim,96196.0,68314.0,26,4,0.011,0.71,16.507,0.333,0.401,606,0.0625,0
623,stajyer_degisken_gelir,104002.0,71426.0,12,2,0.117,0.687,15.97,1.0,0.326,644,0.0868,0
624,dusuk_hacim_riskli,6898.0,7052.0,4,1,0.0,1.022,0.244,1.0,0.28,506,0.5098,0
625,klasik_maasli,144654.0,137003.0,6,1,1.0,0.947,-0.683,0.167,0.288,844,0.5407,1
626,klasik_maasli,139051.0,120281.0,6,1,1.0,0.865,-0.193,0.833,0.29,839,0.3939,0
627,dusuk_hacim_riskli,961.0,2250.0,1,1,0.0,2.341,-24.294,0.5,0.263,500,0.9996,1
628,ogrenci_yuksek_hacim,115965.0,86380.0,26,4,0.255,0.745,6.829,0.667,0.408,625,0.28,1
629,ogrenci_yuksek_hacim,155328.0,94982.0,27,4,0.119,0.611,22.174,0.5,0.4,665,0.0245,0
630,stajyer_degisken_gelir,95760.0,88852.0,14,2,0.157,0.928,4.473,0.5,0.33,635,0.0416,0
631,stajyer_degisken_gelir,87337.0,77771.0,10,2,0.573,0.89,-0.24,0.833,0.309,627,0.6537,0
632,dusuk_hacim_riskli,2593.0,2772.0,1,1,0.0,1.069,-1.022,1.0,0.263,502,0.8648,1
633,stajyer_degisken_gelir,69809.0,47928.0,9,2,0.526,0.687,0.482,1.0,0.309,609,0.0622,0
634,ogrenci_yuksek_hacim,136566.0,120538.0,26,4,0.525,0.883,7.923,0.5,0.397,646,0.0335,0
635,stajyer_degisken_gelir,96457.0,94174.0,13,2,0.184,0.976,-0.848,0.667,0.333,636,0.7106,0
636,ogrenci_yuksek_hacim,114432.0,83954.0,26,4,0.368,0.734,20.036,0.5,0.399,624,0.0321,1
637,ogrenci_yuksek_hacim,110854.0,86986.0,25,4,0.376,0.785,9.84,0.833,0.398,620,0.047,0
638,ogrenci_yuksek_hacim,119488.0,109873.0,26,4,0.296,0.92,2.97,0.333,0.413,629,0.1799,0
639,stajyer_degisken_gelir,84713.0,71011.0,14,2,0.148,0.838,14.024,0.5,0.333,624,0.0211,0
640,ogrenci_yuksek_hacim,153471.0,140593.0,28,4,0.344,0.916,5.407,1.0,0.42,663,0.1868,0
641,ogrenci_yuksek_hacim,118686.0,104348.0,27,4,0.483,0.879,6.314,0.167,0.402,628,0.0186,0
642,klasik_maasli,193624.0,141935.0,6,1,1.0,0.733,0.601,1.0,0.288,850,0.0525,0
643,klasik_maasli,205567.0,194347.0,6,1,1.0,0.945,-0.672,0.667,0.288,850,0.2521,1
644,dusuk_hacim_riskli,1104.0,2250.0,1,1,0.0,2.038,-21.49,1.0,0.258,501,0.9991,1
645,ogrenci_yuksek_hacim,134835.0,86852.0,26,4,0.324,0.644,17.519,1.0,0.408,644,0.01,0
646,ogrenci_yuksek_hacim,148479.0,77826.0,30,4,0.062,0.524,28.172,0.167,0.419,658,0.0093,0
647,stajyer_degisken_gelir,89321.0,85499.0,11,2,0.381,0.957,-0.747,0.667,0.318,629,0.5972,1
648,ogrenci_yuksek_hacim,153436.0,104498.0,27,4,0.284,0.681,12.662,0.833,0.404,663,0.0092,0
649,klasik_maasli,171912.0,123078.0,6,1,1.0,0.716,0.697,0.333,0.297,850,0.1461,0
650,klasik_maasli,133130.0,118922.0,6,1,1.0,0.893,-0.36,0.5,0.29,833,0.2025,0
651,klasik_maasli,115142.0,86828.0,6,1,1.0,0.754,0.482,0.5,0.29,815,0.0704,0
652,ogrenci_yuksek_hacim,112150.0,93538.0,29,4,0.412,0.834,2.484,0.5,0.423,622,0.0161,0
653,klasik_maasli,206128.0,165454.0,6,1,1.0,0.803,0.185,0.5,0.287,850,0.1595,0
654,klasik_maasli,150852.0,89432.0,6,1,1.0,0.593,1.462,0.667,0.285,850,0.0615,0
655,ogrenci_yuksek_hacim,86923.0,58229.0,26,4,0.215,0.67,7.505,0.5,0.41,596,0.029,0
656,klasik_maasli,201948.0,147204.0,6,1,1.0,0.729,0.63,0.667,0.298,850,0.1319,0
657,dusuk_hacim_riskli,6235.0,7118.0,3,1,0.609,1.142,-3.23,1.0,0.273,506,0.9798,1
658,stajyer_degisken_gelir,102834.0,94696.0,16,2,0.275,0.921,3.612,0.833,0.343,642,0.2387,0
659,klasik_maasli,166868.0,157103.0,6,1,1.0,0.941,-0.651,0.833,0.285,850,0.695,0
660,stajyer_degisken_gelir,98740.0,89034.0,13,2,0.386,0.902,5.857,1.0,0.331,638,0.0463,0
661,ogrenci_yuksek_hacim,151554.0,76726.0,30,4,0.26,0.506,43.275,0.333,0.421,661,0.0322,0
662,ogrenci_yuksek_hacim,134150.0,91802.0,28,4,0.165,0.684,9.748,0.333,0.42,644,0.1429,0
663,klasik_maasli,164181.0,144763.0,6,1,1.0,0.882,-0.287,1.0,0.287,850,0.1739,0
664,ogrenci_yuksek_hacim,139006.0,110889.0,28,4,0.235,0.798,3.241,1.0,0.412,649,0.05,0
665,klasik_maasli,174205.0,103867.0,6,1,1.0,0.596,1.422,0.5,0.285,850,0.0233,0
666,ogrenci_yuksek_hacim,105640.0,97948.0,29,4,0.18,0.927,1.179,0.5,0.413,615,0.1319,0
667,dusuk_hacim_riskli,3867.0,4401.0,2,1,0.0,1.138,-5.772,0.5,0.269,503,0.9795,1
668,stajyer_degisken_gelir,87615.0,58050.0,11,2,0.34,0.663,22.392,0.667,0.324,627,0.0706,0
669,stajyer_degisken_gelir,81852.0,62276.0,10,2,0.424,0.761,0.876,0.833,0.322,621,0.2557,0
670,ogrenci_yuksek_hacim,143255.0,85789.0,27,4,0.187,0.599,21.589,0.667,0.402,653,0.0159,0
671,stajyer_degisken_gelir,92103.0,55850.0,14,2,0.16,0.606,44.52,0.5,0.343,632,0.0181,0
672,ogrenci_yuksek_hacim,115628.0,58225.0,26,4,0.436,0.504,25.774,0.667,0.415,625,0.0185,0
673,klasik_maasli,141030.0,99010.0,6,1,1.0,0.702,19.792,0.167,0.287,841,0.0265,0
674,klasik_maasli,118619.0,70930.0,6,1,1.0,0.598,1.396,0.0,0.298,818,0.0125,0
675,ogrenci_yuksek_hacim,119415.0,83938.0,29,4,0.598,0.703,14.474,1.0,0.413,629,0.0106,0
676,klasik_maasli,207621.0,121130.0,6,1,1.0,0.583,1.508,1.0,0.285,850,0.01,0
677,stajyer_degisken_gelir,84359.0,66866.0,12,2,0.386,0.793,10.712,0.667,0.32,624,0.0913,0
678,ogrenci_yuksek_hacim,153148.0,111364.0,27,4,0.367,0.727,10.211,0.833,0.411,663,0.0531,0
679,ogrenci_yuksek_hacim,146066.0,137340.0,27,4,0.271,0.94,1.249,1.0,0.414,656,0.1401,0
680,ogrenci_yuksek_hacim,120331.0,85723.0,27,4,0.51,0.712,21.381,1.0,0.402,630,0.0138,0
681,klasik_maasli,182940.0,172305.0,6,1,1.0,0.942,-0.653,1.0,0.288,850,0.1753,0
682,klasik_maasli,135746.0,107199.0,6,1,1.0,0.79,0.275,0.5,0.285,835,0.0811,0
683,klasik_maasli,122024.0,87507.0,6,1,1.0,0.717,0.7,0.833,0.293,822,0.1114,0
684,klasik_maasli,203346.0,174683.0,6,1,1.0,0.859,-0.151,0.667,0.287,850,0.4665,1
685,klasik_maasli,118535.0,78478.0,6,1,1.0,0.662,1.024,1.0,0.285,818,0.0036,0
686,dusuk_hacim_riskli,5252.0,5845.0,4,1,0.308,1.113,-3.154,0.833,0.277,505,0.9275,1
687,dusuk_hacim_riskli,1914.0,2342.0,1,1,0.0,1.224,-6.661,0.333,0.264,501,0.9878,1
688,ogrenci_yuksek_hacim,108818.0,103027.0,29,4,0.309,0.947,0.482,0.667,0.418,618,0.6763,1
689,ogrenci_yuksek_hacim,137569.0,90610.0,28,4,0.152,0.659,20.771,0.667,0.427,647,0.0853,0
690,klasik_maasli,175948.0,105829.0,6,1,1.0,0.601,1.398,0.833,0.285,850,0.0538,0
691,klasik_maasli,145656.0,89234.0,6,1,1.0,0.613,28.522,1.0,0.288,845,0.0024,0
692,klasik_maasli,108878.0,95382.0,6,1,1.0,0.876,-0.264,0.167,0.317,808,0.2823,0
693,ogrenci_yuksek_hacim,143133.0,106701.0,27,4,0.277,0.745,17.984,0.667,0.414,653,0.0069,0
694,klasik_maasli,155075.0,136409.0,6,1,1.0,0.88,-0.274,0.667,0.29,850,0.5017,0
695,stajyer_degisken_gelir,122981.0,78921.0,15,2,0.2,0.642,21.322,0.167,0.339,662,0.0136,0
696,klasik_maasli,196292.0,127230.0,6,1,1.0,0.648,32.679,0.667,0.287,850,0.0315,0
697,klasik_maasli,182108.0,128185.0,6,1,1.0,0.704,0.771,0.833,0.288,850,0.052,0
698,ogrenci_yuksek_hacim,116518.0,104255.0,27,4,0.256,0.895,3.44,0.833,0.404,626,0.0851,0
699,klasik_maasli,197048.0,161013.0,6,1,1.0,0.817,0.099,0.5,0.305,850,0.3489,0
700,klasik_maasli,197284.0,183560.0,6,1,1.0,0.93,-0.584,0.333,0.291,850,0.3935,0
701,ogrenci_yuksek_hacim,102466.0,77926.0,26,4,0.171,0.761,10.089,0.667,0.401,612,0.0336,0
702,ogrenci_yuksek_hacim,144215.0,127884.0,28,4,0.123,0.887,3.921,0.833,0.41,654,0.1275,0
703,klasik_maasli,182630.0,104220.0,6,1,1.0,0.571,1.575,0.667,0.287,850,0.0649,0
704,ogrenci_yuksek_hacim,106103.0,82017.0,28,4,0.283,0.773,15.044,0.667,0.415,616,0.0315,0
705,ogrenci_yuksek_hacim,107045.0,72079.0,30,4,0.206,0.673,19.819,0.5,0.429,617,0.0242,0
706,stajyer_degisken_gelir,93945.0,71434.0,15,2,0.39,0.76,21.979,0.833,0.339,633,0.0508,0
707,ogrenci_yuksek_hacim,124976.0,113610.0,26,4,0.331,0.909,2.024,0.667,0.403,634,0.2002,0
708,klasik_maasli,167458.0,150194.0,6,1,1.0,0.897,-0.379,0.5,0.287,850,0.1099,0
709,ogrenci_yuksek_hacim,144143.0,77246.0,27,4,0.562,0.536,31.799,1.0,0.404,654,0.0149,0
710,klasik_maasli,119777.0,75057.0,6,1,1.0,0.627,20.884,1.0,0.291,819,0.0827,0
711,ogrenci_yuksek_hacim,98551.0,76556.0,27,4,0.224,0.777,3.307,0.333,0.424,608,0.1185,0
712,ogrenci_yuksek_hacim,137247.0,125066.0,27,4,0.226,0.911,2.341,0.833,0.411,647,0.0277,0
713,dusuk_hacim_riskli,6976.0,6515.0,4,1,0.105,0.934,3.018,0.5,0.277,506,0.0765,0
714,ogrenci_yuksek_hacim,141387.0,87027.0,27,4,0.302,0.616,27.184,0.833,0.402,651,0.0193,0
715,stajyer_degisken_gelir,92951.0,66982.0,12,2,0.342,0.721,18.289,0.333,0.326,632,0.0662,0
716,ogrenci_yuksek_hacim,134924.0,91491.0,27,4,0.309,0.678,15.603,1.0,0.414,644,0.0142,0
717,klasik_maasli,192269.0,178617.0,6,1,1.0,0.929,-0.577,0.833,0.293,850,0.2001,1
718,dusuk_hacim_riskli,2670.0,3112.0,2,1,0.0,1.166,-7.686,0.667,0.264,502,0.9661,1
719,dusuk_hacim_riskli,6086.0,6072.0,4,1,0.231,0.998,1.072,0.833,0.285,506,0.2775,0
720,klasik_maasli,205254.0,133747.0,6,1,1.0,0.652,1.089,0.667,0.285,850,0.0858,0
721,ogrenci_yuksek_hacim,150630.0,77788.0,30,4,0.348,0.516,52.514,0.667,0.429,660,0.0051,0
722,ogrenci_yuksek_hacim,129677.0,115450.0,29,4,0.239,0.89,4.129,0.667,0.43,639,0.1252,0
